Col1,Col2,Col3,Col4,Col5,Col6,Col7,ClassificationLabel
Word8 Word9 Word10 Word11 Word5,4.80P+11,"1,006.20",Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8400,740,Word804 Word805 Word806,9/30/2018,Word52 Word330 Word566,NoDoc,Category_1
Word186 Word4 Word5,9899,"55,500.00",Word580 Word1260 Word791,7/31/2018,Word560 Word561 Word315 Word638,Doc1,Category_1
Word38 Word4 Word39,41476415,"-4,100.00",Word1021 Word1107 Word659,1/1/2018,Word563 Word121 Word579,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,66064,315,Word338 Word1868 Word764 Word766 Word1893,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word318,4283194,"2,052.72",Word1255 Word827,2/1/2018,Word613 Word99 Word614 Word98 Word338 Word678,Doc2,Category_1
Word42 Word43 Word5,7898,"6,935.00",Word650 Word1282 Word1628 Word1112 Word1894,5/31/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word160 Word161 Word61 Word45 Word39,766-2,260,Word60 Word99 Word26,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,14957,214.94,Word633 Word575,5/31/2018,Word563 Word575,NoDoc,Category_2
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64752,52.52,Word1258 Word945,12/1/2017,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word76 Word77 Word5,52027441,"7,625.00",Word777 Word865 Word872 Word865 Word981,4/1/2018,Word560 Word561 Word107,Doc1,Category_1
Word16 Word17 Word18 Word7,2908,140.4,Word783 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80M+11,120,Word885 Word784 Word785,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word179 Word180 Word181 Word182,FHREY080118-HQD,"-44,473.31",Word979 Word836 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word594 Word696,NoDoc,Category_1
Word58 Word3 Word4 Word5,13276,"4,565.00",Word1017 Word190 Word833,10/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word189 Word190 Word191 Word7,2351822,749,Word130,7/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word22 Word451 Word452 Word7,45288,"4,460.02",Word1768,2/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,GG1020,180,Word785 Word330 Word99,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word167 Word168 Word169,NOGYENBWGDQCW040218,"9,471.00",Word9 Word1059 Word1060 Word1583,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word144 Word145 Word146 Word147 Word7,125455,660,Word1555 Word699 Word1895,5/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word129 Word130 Word5,A-0014,"1,280.00",Word992 Word894 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word126 Word127 Word128,481228,"22,653.82",Word890 Word891 Word1896,6/30/2018,Word571 Word52 Word618 Word619 Word13,NoDoc,Category_1
Word96 Word3 Word4 Word5,63352,360,Word797 Word809 Word764 Word780,2/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word54 Word3 Word4,EGB52390,862.5,,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,151090,445.5,Word51 Word794 Word1853 Word1854,4/30/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,6833,453.6,Word800 Word1897,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3936,140.4,Word783 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,668480,48,Word826 Word780,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word111 Word112 Word91 Word107 Word7,27112,"11,200.00",Word13 Word1062 Word871 Word1062 Word872,11/30/2018,Word567 Word582 Word107,Doc1,Category_1
Word41 Word125 Word34 Word5,4114,"8,638.00",Word569 Word702 Word772,2/1/2018,Word567 Word366 Word562,Doc1,Category_1
Word162 Word7,MGTJ08HNU18,"13,449.00",Word1659 Word943 Word60,4/30/2018,Word567 Word582 Word107,Doc1,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,14095,"2,711.39",Word1801 Word1385 Word575,4/30/2018,Word563 Word575,NoDoc,Category_2
Word129 Word130 Word5,T-0025,"1,600.00",Word569 Word338,11/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,3504,854.4,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,11887,381.8,Word1898 Word1899 Word1122 Word1123,2/1/2018,Word563 Word575,NoDoc,Category_1
Word6 Word7,10733,750,Word711 Word1589 Word1847,8/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word16 Word17 Word18 Word7,6975,410.4,Word783 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word6 Word7,10698,"2,500.00",Word1181 Word1060 Word1182 Word1471,9/30/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word30 Word31,674245,182,Word935 Word26,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word224 Word3 Word4 Word5,KM51-23767,871.75,Word826 Word780,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word40 Word41 Word4 Word5,2114,"1,860.00",Word802 Word278 Word1242 Word803,8/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word140 Word3 Word34,30002,"17,005.00",Word1900 Word1051 Word1062 Word986 Word967 Word700,11/30/2018,Word560 Word561 Word107,Doc1,Category_1
Word30 Word31,637862,"1,865.50",,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2597,"1,080.00",Word1013,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65965,825,Word393 Word798 Word1040,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word16 Word17 Word18 Word7,IK705,270,Word1063 Word784 Word785,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,5058,699.6,Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1398,540,Word338 Word330 Word99 Word26,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word108 Word109 Word45 Word5,1162,"27,952.50",Word26 Word745,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,6928,640.8,Word885 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,657555,"1,062.50",Word797 Word190,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word257 Word491 Word492 Word71,53534,579.09,Word1055 Word799 Word1901 Word393,8/31/2018,Word563 Word615 Word211,NoDoc,Category_2
Word42 Word43 Word5,8313,"12,000.00",Word1236 Word773 Word774,8/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word19 Word20 Word21 Word22 Word23 Word5,16751,271.94,Word633 Word575,8/31/2018,Word563 Word575,NoDoc,Category_2
Word349 Word3 Word4 Word350 Word351 Word333,88345,"3,840.00",Word1593 Word351,8/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word101 Word102 Word103 Word7,113451,136,Word562,9/30/2018,Word576 Word366 Word562,Doc3,Category_1
Word41 Word125 Word34 Word5,4429,"7,500.00",Word255 Word278,4/30/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word38 Word4 Word39,41479704,"4,100.00",Word792 Word793 Word794 Word795,2/1/2018,Word563 Word121 Word579,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80F+11,300,Word779 Word258 Word26,8/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,1816,108,Word783 Word784 Word785,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2899,"1,202.40",Word787 Word784 Word785,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1993,561.6,Word924 Word784 Word785,12/1/2017,Word567 Word568 Word569 Word570,Doc1,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70390,210,Word1335 Word605,4/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word59 Word60 Word61 Word5,1036,54,Word783 Word784 Word826,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word111 Word112 Word91 Word107 Word7,27003,"12,138.00",Word846 Word791 Word45 Word981 Word700 Word699,2/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word195 Word5,HP148709,"1,720.00",Word190 Word1005 Word980 Word45 Word980 Word981,10/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word311 Word99 Word393 Word44,Z1839113,"4,495.00",Word1484 Word991,4/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word74 Word75 Word44 Word5,BNQ00128,"-269,111.58",Word840 Word841 Word842 Word843,3/1/2018,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word199 Word200 Word201 Word202 Word7,LLU-0020232,"22,684.00",Word757 Word201,1/1/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_2
Word308 Word309 Word310,2018WBWSRPADBNSIUQ,"2,760,671.27",Word835 Word682 Word683 Word684,10/31/2018,Word563 Word682 Word683 Word684,NoDoc,Category_1
Word122 Word123 Word21 Word124 Word5,VYY18100,600,Word877 Word1902,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,17009,58.18,Word575,8/31/2018,Word563 Word575,NoDoc,Category_2
Word16 Word17 Word18 Word7,GP861,180,Word785 Word330 Word99,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3138,899.4,Word924 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,665856,48,Word26 Word935,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8235,630,Word1120 Word355 Word806,7/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,155939,129,Word562,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word493 Word22 Word4 Word5,80894,"1,060.00",Word1053 Word330 Word99 Word764 Word26,1/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word148 Word75 Word5,EVN34955,"12,726.00",Word13 Word794,11/30/2018,Word52 Word330 Word566,NoDoc,Category_1
Word38 Word4 Word39,41516220,"18,500.00",Word1484 Word836,9/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word16 Word17 Word18 Word7,TE1661,"5,040.00",Word1803 Word784 Word764 Word26,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8490,870,Word562,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word240 Word276 Word3 Word4 Word5,5210,"8,480.00",Word1903 Word650 Word1859 Word1149,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word260 Word65 Word7,568838,"1,606.00",Word794 Word1904 Word516 Word678,2/1/2018,Word567 Word366 Word562,Doc1,Category_1
Word199 Word200 Word201 Word202 Word7,SOL-0021560,"14,527.00",Word1043 Word190,3/1/2018,Word567 Word580 Word202 Word545,Doc1,Category_2
Word70 Word47 Word71 Word72 Word7,282102,"12,485.51",Word909 Word830 Word45 Word808,2/1/2018,Word563 Word598 Word71,NoDoc,Category_1
Word97 Word91 Word4 Word5,18-10096,"1,080.00",Word797 Word190,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word134 Word61 Word45 Word39,ZKWAO2018JTPJGKRW,"3,522.15",Word689 Word26 Word1061,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word179 Word180 Word181 Word182,DMUCH080118,"44,473.31",Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word646 Word633 Word579,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-1260GO,"2,684.40",Word562,11/30/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word156 Word157 Word7,1573284,"8,527.32",Word633 Word575,12/1/2017,Word588 Word576 Word750 Word451 Word545,Doc1,Category_2
Word286 Word287 Word288 Word39,51418091637,"1,215.00",Word132 Word1183 Word1184,12/31/2018,Word560 Word561 Word612,Doc1,Category_1
Word328 Word329 Word330 Word331 Word331 Word193,745430,829.41,Word1905 Word1906,7/31/2018,Word647 Word746 Word715,NoDoc,Category_1
Word16 Word17 Word18 Word7,3145,140.4,Word783 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80P+11,55.9,Word1031 Word784 Word1471 Word9,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1813,140.4,Word785 Word330 Word99 Word26,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80I+11,"5,749.10",Word1907 Word784 Word568 Word650,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word96 Word3 Word4 Word5,78648,270,Word123 Word190,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word3 Word7,70708,"1,039.20",Word562,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word44 Word45 Word46,201805-00053-LG0,"2,570,126.23",Word834 Word835 Word46,6/30/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word25 Word26,080218-10,312,Word9 Word785,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word177 Word178 Word147 Word7,126JZR,"11,854.00",,2/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word54 Word494 Word60,11354157,"107,500.00",Word1098 Word1908,7/31/2018,Word571 Word52 Word646 Word633 Word579,NoDoc,Category_1
Word223 Word60 Word65 Word4 Word7,3457,650,Word1909 Word1607,8/31/2018,Word560 Word561 Word593 Word578 Word65,Doc1,Category_1
Word299 Word237 Word7,31519,"36,825.86",Word949 Word991 Word45 Word160 Word1094 Word808,1/1/2018,Word571 Word52 Word657 Word646 Word13,NoDoc,Category_1
Word73 Word4 Word5,1804164,552.74,Word633 Word115,7/31/2018,Word563 Word575,NoDoc,Category_2
Word299 Word237 Word7,31621,"49,691.49",Word949 Word991 Word700 Word910 Word847 Word808,3/1/2018,Word571 Word52 Word657 Word292 Word13,NoDoc,Category_1
Word113 Word114 Word115 Word7,152443,"17,076.25",Word578 Word794,10/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word18 Word7,4294,"1,489.20",Word885 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80L+11,540,Word884 Word776,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word40 Word41 Word4 Word5,1874,"1,948.00",Word802 Word278 Word1242 Word803,7/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,LQ466,400,Word330 Word99 Word764 Word26,6/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word30 Word31,637855,396.5,Word826 Word780,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,11788,115.34,,2/1/2018,Word563 Word575,NoDoc,Category_2
Word74 Word75 Word44 Word5,LCO00128,"269,111.58",Word840 Word841 Word842 Word843,10/1/2016,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70159,"2,150.00",Word1434 Word1910,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word235,EDG050418TTP,"204,068.53",Word639 Word684 Word1911 Word1320,5/31/2018,Word571 Word52 Word733 Word734 Word85 Word613,NoDoc,Category_1
Word16 Word17 Word18 Word7,3085,540,Word338 Word1159 Word9,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,7621,930,Word1119 Word848 Word1912 Word804 Word914,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word30 Word31,678836,22,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word495 Word496 Word31,1313,"18,186.05",Word1107 Word1913 Word185,2/1/2018,Word560 Word561 Word82,Doc1,Category_1
Word30 Word31,658838,998.75,Word1286 Word779 Word99 Word764 Word650 Word1149,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word24 Word22 Word4 Word5,22453,"2,760.00",Word1159 Word9,6/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word73 Word4 Word5,1751,"3,017.50",Word838,7/31/2018,Word563 Word589 Word590,NoDoc,Category_2
Word113 Word114 Word115 Word7,141714,"1,615.00",Word578 Word991,2/1/2018,Word560 Word561 Word612,Doc1,Category_1
Word48 Word3 Word4 Word5,UV20183929,870,Word1542 Word99 Word798 Word799,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word137 Word138 Word7,LNAC6819,"1,680.00",Word905 Word791,11/30/2018,Word563 Word359,NoDoc,Category 3
Word16 Word17 Word18 Word7,3176,"1,221.40",Word785 Word330 Word99 Word764 Word26,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80U+11,"7,650.00",Word577 Word1376 Word170,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2959,"1,281.60",Word785 Word61,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word3 Word7,71292,756,Word562,10/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word122 Word123 Word21 Word124 Word5,TXO21976,"10,800.00",Word826 Word785,10/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word30 Word31,668480,48,Word826 Word780,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word36 Word37 Word29,2203159,650,Word578 Word791,6/30/2018,Word560 Word561 Word551 Word4,Doc1,Category_1
Word16 Word17 Word18 Word7,2167,280.8,Word885 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word439 Word497 Word44,POKGDJ010417,"62,342.80",Word1019 Word1020 Word650 Word1719,1/1/2018,Word576 Word9 Word23 Word179,Doc3,Category_1
Word6 Word7,10815,700,Word806 Word1080 Word856,12/31/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word299 Word237 Word7,31766,"27,289.45",Word949 Word991 Word699 Word717 Word871 Word808,4/30/2018,Word571 Word52 Word657 Word646 Word13,NoDoc,Category_1
Word498 Word499,TDPLZPNL080718,103.57,Word613 Word781 Word1914,8/31/2018,Word571 Word52 Word594 Word641,NoDoc,Category_1
Word257 Word258 Word259 Word5,180606-12641,"11,700.00",Word1347 Word856,7/31/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word38 Word4 Word39,41470597,"3,500.00",Word1021 Word121 Word659,1/1/2018,Word563 Word121 Word579,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,60134Z,420,Word562,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word16 Word17 Word18 Word7,3399,421.2,Word959 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4712,"1,059.60",Word783 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word286 Word287 Word288 Word39,51218032151,"5,600.00",Word1695 Word26,5/31/2018,Word560 Word561 Word612,Doc1,Category_1
Word90 Word91 Word92 Word7,112814,"17,153.00",Word545,8/31/2018,Word588 Word582 Word738 Word545,Doc1,Category_1
Word318,4520881,"1,120.82",Word490 Word65,9/30/2018,Word613 Word99 Word614 Word98 Word338 Word678,Doc2,Category_1
Word500 Word501,PIAUQXDIUC121118,85.24,Word613 Word781 Word909 Word967 Word808,12/31/2018,Word571 Word52 Word594 Word595 Word596 Word597,NoDoc,Category_1
Word16 Word17 Word3 Word7,71940,240,Word854 Word1827,9/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word263 Word264 Word61 Word5,OH-2462,"1,415.25",Word599 Word191,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2931,304.2,,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word59 Word60 Word61 Word5,1229,0.55,Word1459,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word48 Word3 Word4 Word5,CQ20183488,52,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-919,"3,715.14",Word1708 Word1915 Word699 Word980 Word699 Word716,5/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word16 Word17 Word3 Word7,71932,180.02,Word1754 Word797 Word190 Word798 Word799,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word24 Word22 Word4 Word5,22264,370,Word1053 Word1012,5/31/2018,Word567 Word580 Word202 Word545,Doc1,Category_1
Word38 Word4 Word39,41530067,"4,100.00",Word1484 Word985,11/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word290 Word291 Word292 Word5,CLAYZG082718,"47,539.89",Word1916 Word1917 Word725 Word1918,8/31/2018,Word560 Word611 Word603 Word604 Word605 Word606,Doc1,Category_1
Word30 Word31,646201,45.5,Word61,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word74 Word75 Word44 Word5,RYP00128,"269,111.58",Word840 Word841 Word842 Word843,10/1/2016,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word73 Word4 Word5,1804022,"8,411.00",Word653 Word53,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word58 Word3 Word4 Word5,13249,675,Word865 Word1205 Word1017,8/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,3229,"1,293.00",,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,MU1638,"1,080.00",Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word430 Word431 Word432,AAXIKUXCFRQRFQ100218,"92,604.92",Word1664 Word789 Word1413 Word660,10/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word48 Word3 Word4 Word5,MX20181546,48,Word1028 Word9,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word79 Word275 Word5,1393,"9,450.00",Word1148 Word791,8/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word30 Word31,660915,48,Word826 Word780,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,667451,"3,803.75",Word797 Word190,8/31/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word16 Word17 Word18 Word7,2855,140.4,Word783 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
